calm_window,calm_percentile,sigma,tick,ofi,impact,fold,n,n_wins,sum_net,sum_sq,net_mean_pct,win_rate,sd_net_pct,t_stat
7200,15.0,6.0,10.0,0.8,5.0,0,12,12,17.50767344535433,25.9158808649208,1.458972787112861,1.0,0.18406069712569412,27.458496393873386
3600,40.0,3.0,5.0,0.4,3.0,1,74,73,132.09546658987915,246.68275270610516,1.7850738728362048,0.9864864864864865,0.3861042973652219,39.77108305870849
3600,40.0,5.0,5.0,0.8,2.0,0,53,53,79.02973781431345,126.51568169438994,1.4911271285719518,1.0,0.4083808477846133,26.581974678245764
1800,25.0,4.0,10.0,0.4,3.0,7,33,32,47.54429215011908,78.4055064124676,1.4407361257611841,0.9696969696969697,0.5564038309213675,14.874805800420985
1800,15.0,5.0,10.0,0.6,2.0,0,21,21,34.477442737682495,61.846120807733634,1.6417829875086902,1.0,0.5119395407761287,14.696256521899295
3600,25.0,3.0,10.0,0.8,3.0,7,27,27,37.737882188153606,54.58991973580272,1.3976993403019853,1.0,0.26629268867071115,27.27321898914915
7200,40.0,5.0,20.0,0.4,2.0,4,3,3,5.340574202007146,10.872185914353558,1.7801914006690487,1.0,0.8261179229702832,3.7323750852297035
3600,15.0,5.0,10.0,0.6,5.0,7,22,22,31.410224381600464,47.103359762445166,1.4277374718909301,1.0,0.32789410400979185,20.42330818747414
7200,15.0,5.0,5.0,0.8,2.0,6,27,27,41.9478865918986,71.51618011126534,1.553625429329578,1.0,0.49399769523981324,16.34192753605967
7200,15.0,3.0,5.0,0.6,2.0,0,16,16,26.46760309928668,45.29479388420277,1.6542251937054175,1.0,0.3174290493288384,20.84529058954191
1800,25.0,4.0,10.0,0.8,3.0,7,28,27,38.850452682488964,62.518967698359766,1.3875161672317486,0.9642857142857143,0.5648118827156747,12.99909874744863
7200,15.0,4.0,10.0,0.6,2.0,1,28,28,40.21803072144878,59.397503459897884,1.436358240051742,1.0,0.24570410045650737,30.933522800104956
1800,40.0,6.0,5.0,0.4,2.0,1,76,75,124.71440413362046,216.61177169439463,1.640979001758164,0.9868421052631579,0.39930027622232456,35.82698066130804
7200,40.0,4.0,10.0,0.6,3.0,3,55,53,82.70111933190388,136.75347963367565,1.5036567151255251,0.9636363636363636,0.479184998719102,23.27163138586087
1800,15.0,6.0,5.0,0.4,2.0,0,24,24,44.11578631465145,86.96538282059215,1.838157763110477,1.0,0.5053456729370523,17.819678004514103
7200,40.0,3.0,5.0,0.4,5.0,2,49,49,88.66169199866562,176.3883563075531,1.8094222856870534,1.0,0.5766627212975466,21.964235821087506
7200,25.0,5.0,10.0,0.6,2.0,3,40,40,61.92571686259504,97.87227564899953,1.5481429215648759,1.0,0.22659211209834387,43.21119327832238
3600,15.0,6.0,10.0,0.8,2.0,4,16,16,25.554225987418576,46.52200774016039,1.597139124213661,1.0,0.616892947312401,10.356021291356104
7200,40.0,4.0,20.0,0.8,2.0,2,1,1,3.055541984034897,9.336336816199914,3.055541984034897,1.0,0.0,
1800,40.0,4.0,20.0,0.4,5.0,8,1,1,0.9190481554669157,0.84464951206714,0.9190481554669157,1.0,0.0,
3600,25.0,4.0,20.0,0.6,2.0,7,1,1,0.773794842577262,0.5987584583991697,0.773794842577262,1.0,0.0,
7200,25.0,5.0,10.0,0.6,3.0,8,48,47,66.92034062775207,104.59706047542858,1.394173763078168,0.9791666666666666,0.4902990263433613,19.700465736106004
7200,25.0,5.0,5.0,0.4,2.0,6,41,41,75.49876561866276,146.09863611311425,1.8414333077722624,1.0,0.4204965638152511,28.040481799972962
7200,25.0,6.0,10.0,0.8,2.0,4,30,30,45.44450347495393,75.52670831004596,1.5148167824984644,1.0,0.4801799868682846,17.278923423549426
7200,40.0,6.0,20.0,0.6,5.0,5,2,1,0.2190560029440669,3.087875499681058,0.10952800147203345,0.5,1.7503950221216187,0.08849201647844251
1800,40.0,5.0,10.0,0.4,5.0,3,62,61,92.37787894205466,152.8988604600988,1.4899657893879785,0.9838709677419355,0.50014721013595,23.457098469988818
3600,15.0,6.0,10.0,0.4,2.0,4,20,20,31.65409757862291,56.414567644607544,1.5827048789311455,1.0,0.5765356139434792,12.276902283290921
7200,15.0,3.0,20.0,0.8,2.0,4,1,1,2.0159342379870866,4.063990851888575,2.0159342379870866,1.0,0.0,
3600,40.0,4.0,20.0,0.4,2.0,3,2,0,-1.3404240585358296,1.671473192989806,-0.6702120292679148,0.0,0.8792638197031499,-1.0779733229285784
7200,40.0,5.0,10.0,0.4,2.0,1,58,57,82.37768514625172,131.68809984558223,1.4203049163146848,0.9827586206896551,0.5076030469704098,21.309407121084945
3600,15.0,4.0,5.0,0.6,2.0,1,21,21,36.04200499383064,63.50281558345086,1.7162859520871732,1.0,0.2867428052701236,27.428797323160936
7200,25.0,5.0,10.0,0.8,2.0,2,20,20,31.282785243126717,52.24500437713888,1.564139262156336,1.0,0.41766088918614985,16.748140929705773
7200,15.0,6.0,20.0,0.4,2.0,4,1,1,2.4369517064138564,5.938733619393407,2.4369517064138564,1.0,0.0,
1800,40.0,3.0,5.0,0.8,5.0,7,45,43,58.45784936459287,98.87478803410136,1.2990633192131749,0.9555555555555556,0.7219660689028505,12.070347959363906
7200,40.0,4.0,10.0,0.6,2.0,0,44,44,68.50168220784848,113.40478583280704,1.556856413814738,1.0,0.39642303368706544,26.050497263273634
7200,15.0,5.0,10.0,0.4,3.0,0,13,13,20.331175274703746,32.432187947786296,1.5639365595925958,1.0,0.23013033194838237,24.502869349915276
7200,25.0,3.0,5.0,0.6,2.0,1,46,45,74.08409896152133,128.13964142606417,1.6105238904678552,0.9782608695652174,0.4428551341955026,24.665186485198525
3600,40.0,6.0,20.0,0.8,3.0,4,3,3,3.677949371060321,5.446076524246045,1.2259831236867738,1.0,0.6844606144811065,3.1023918900831164
3600,40.0,3.0,10.0,0.4,2.0,5,72,71,107.70000185968486,189.2480491496386,1.4958333591622897,0.9861111111111112,0.6296298217842127,20.158776637194446
3600,25.0,6.0,10.0,0.6,5.0,1,42,41,56.92975779417131,86.6323957214132,1.3554704236707456,0.9761904761904762,0.4804924507585656,18.282185966299593
7200,25.0,6.0,20.0,0.8,3.0,0,1,1,2.4535292328960447,6.019805696675454,2.4535292328960447,1.0,0.0,
1800,15.0,4.0,5.0,0.4,3.0,3,31,31,54.02204442173425,97.66721459037268,1.742646594249492,1.0,0.3428256536707214,28.30198236503231
3600,40.0,6.0,10.0,0.6,2.0,6,57,57,85.6825107130297,137.02375863980927,1.5032019423338543,1.0,0.38325770218571525,29.611735713790452
7200,40.0,6.0,20.0,0.8,5.0,6,1,1,2.210490872154681,4.886269895879162,2.210490872154681,1.0,0.0,
1800,40.0,6.0,10.0,0.6,3.0,5,57,57,87.86386347480658,153.29177627304358,1.5414712890316944,1.0,0.5646135432948282,20.612068479617854
7200,40.0,5.0,20.0,0.4,3.0,4,3,3,5.340574202007146,10.872185914353558,1.7801914006690487,1.0,0.8261179229702832,3.7323750852297035
3600,40.0,3.0,10.0,0.8,2.0,8,57,57,83.12483183609693,124.65599347722879,1.4583303830894199,1.0,0.24757847318180684,44.471366200585976
1800,15.0,6.0,5.0,0.4,2.0,3,31,31,52.519669412724014,92.02075299118425,1.6941828842814197,1.0,0.3184769999036473,29.618500205893955
7200,40.0,6.0,10.0,0.6,5.0,3,55,53,81.7992081595472,134.52553100557654,1.4872583301735856,0.9636363636363636,0.4881745526597743,22.593973647456423
3600,25.0,6.0,5.0,0.8,5.0,6,40,40,59.416058719206326,96.30574389277972,1.4854014679801582,1.0,0.45429695048772395,20.67921377650498
1800,25.0,6.0,20.0,0.6,3.0,2,1,1,3.4946974118016163,12.212910000052915,3.4946974118016163,1.0,0.0,
7200,25.0,6.0,10.0,0.4,5.0,4,36,36,54.257102832979044,89.588664786625,1.507141745360529,1.0,0.47254690242566744,19.136408313639578
3600,25.0,4.0,10.0,0.4,3.0,7,33,33,47.07309395620183,70.13929326917707,1.4264573926121766,1.0,0.305753700009573,26.800571356033885
3600,25.0,6.0,10.0,0.6,5.0,6,38,38,58.963704369518666,98.24388989547946,1.551676430776807,1.0,0.4271622121790195,22.392373775676575
7200,40.0,4.0,20.0,0.4,5.0,4,3,3,5.340574202007146,10.872185914353558,1.7801914006690487,1.0,0.8261179229702832,3.7323750852297035
7200,25.0,4.0,20.0,0.4,5.0,2,1,1,3.4946974118016163,12.212910000052915,3.4946974118016163,1.0,0.0,
7200,40.0,4.0,5.0,0.6,2.0,2,49,49,82.13931497007073,153.92097846026545,1.6763125504096068,1.0,0.5814818335849685,20.179801285490374
7200,25.0,6.0,5.0,0.4,2.0,5,51,50,83.63177353124051,147.46510254610504,1.6398386966909904,0.9803921568627451,0.45436734118287053,25.773838974180187
1800,15.0,4.0,5.0,0.8,3.0,2,25,25,36.706278456986794,56.08089127691428,1.4682511382794718,1.0,0.30185924910186235,24.320128381820936
1800,40.0,3.0,5.0,0.8,5.0,4,52,52,80.59429397214805,134.01510109849562,1.5498902686951548,1.0,0.4224761081237934,26.454555548431582
1800,40.0,3.0,5.0,0.4,5.0,3,79,78,140.1275235068767,266.44890363257593,1.7737661203402115,0.9873417721518988,0.4789873119258128,32.914396135138595
3600,40.0,4.0,20.0,0.4,3.0,5,3,2,4.397376570925904,21.07898744657012,1.4657921903086348,0.6666666666666666,2.7049350464531274,0.9385905773527854
3600,15.0,3.0,10.0,0.4,5.0,3,23,23,37.10972812421601,60.87692904276025,1.613466440183305,1.0,0.21337420288088432,36.26452078631981
1800,25.0,3.0,20.0,0.4,5.0,2,1,1,3.4946974118016163,12.212910000052915,3.4946974118016163,1.0,0.0,
3600,15.0,5.0,10.0,0.4,3.0,5,24,24,35.794853848953856,55.55884204245293,1.4914522437064106,1.0,0.30733970415752904,23.773674038140463
7200,15.0,5.0,20.0,0.8,5.0,2,1,1,3.055541984034897,9.336336816199914,3.055541984034897,1.0,0.0,
7200,15.0,4.0,5.0,0.8,2.0,2,16,16,26.347523402292754,46.558538765949166,1.6467202126432972,1.0,0.45982166298840926,14.324859789694651
1800,40.0,6.0,20.0,0.6,2.0,4,1,1,2.4369517064138564,5.938733619393407,2.4369517064138564,1.0,0.0,
1800,25.0,6.0,10.0,0.6,3.0,1,47,46,65.87401656513582,102.28473454309224,1.4015748205348046,0.9787234042553191,0.46525756302768717,20.652459260794203
3600,25.0,3.0,5.0,0.6,2.0,0,29,29,50.69975211089662,95.21999423635775,1.748267314168849,1.0,0.48488860224407976,19.41622791328582
3600,40.0,5.0,5.0,0.4,3.0,3,80,78,136.6052822541839,250.4637108766923,1.7075660281772986,0.975,0.4666222773778321,32.73083091129035
1800,15.0,3.0,10.0,0.8,5.0,6,24,24,35.74564076935051,58.821944254747834,1.489401698722938,1.0,0.49265589768012735,14.810638423634325
7200,25.0,3.0,20.0,0.6,3.0,6,1,1,2.210490872154681,4.886269895879162,2.210490872154681,1.0,0.0,
3600,25.0,3.0,10.0,0.6,5.0,2,29,29,43.949627882091086,68.12192556207276,1.5155044097272787,1.0,0.23269160314603143,35.07320806586519
3600,25.0,6.0,5.0,0.6,5.0,4,49,49,80.84291176887886,145.1069720020141,1.6498553422220177,1.0,0.4942979478375125,23.364425132815946
3600,40.0,5.0,10.0,0.8,2.0,7,43,42,58.17320818407582,87.71265618723277,1.3528653066064145,0.9767441860465116,0.46322217905317103,19.151352160782963
1800,40.0,5.0,5.0,0.8,2.0,8,56,55,77.54719082865579,118.45108556888412,1.3847712647974249,0.9821428571428571,0.44855250110467315,23.102489091739447
3600,25.0,4.0,10.0,0.4,3.0,4,41,41,61.908139486128206,101.89073124825939,1.5099546216128832,1.0,0.4585915916075291,21.08287027501283
1800,15.0,4.0,5.0,0.4,2.0,5,34,34,63.85307552623798,129.91342004908276,1.8780316331246465,1.0,0.5503531741695548,19.897608706030354
7200,40.0,3.0,10.0,0.4,3.0,7,39,39,56.048940369920444,84.23351093055398,1.4371523171774474,1.0,0.31130651685497146,28.83014925237808
3600,40.0,5.0,10.0,0.6,3.0,0,55,55,85.39753448835252,140.17427333806017,1.552682445242773,1.0,0.37463613633470466,30.736493585503457
1800,15.0,5.0,10.0,0.6,5.0,3,23,23,36.60685399428585,59.237003096276,1.5916023475776455,1.0,0.21035125834687857,36.287193007917026
7200,40.0,4.0,5.0,0.6,2.0,1,68,67,110.36108165470321,196.27696075088556,1.6229570831574003,0.9852941176470589,0.5061658859470957,26.440436487265416
3600,40.0,5.0,5.0,0.8,2.0,7,48,47,65.91286888971233,101.69005120642585,1.3731847685356735,0.9791666666666666,0.48771075306038103,19.50685542493285
1800,40.0,3.0,5.0,0.4,5.0,8,64,63,113.32243982322412,210.44785172500312,1.7706631222378768,0.984375,0.39424403465002517,35.9302962959927
1800,25.0,5.0,5.0,0.4,5.0,0,42,42,77.11514520093675,148.6285492152386,1.8360748857365894,1.0,0.4143572101539202,28.717070551029
1800,25.0,6.0,5.0,0.6,3.0,2,43,43,72.0780477979845,133.9636607985815,1.6762336697205698,1.0,0.5594216876099497,19.648503955073124
3600,40.0,6.0,20.0,0.8,5.0,5,2,2,4.964346868377996,14.898498687201315,2.482173434188998,1.0,1.6050323275292953,2.187073291038253
1800,40.0,6.0,20.0,0.8,3.0,0,1,1,2.4535292328960447,6.019805696675454,2.4535292328960447,1.0,0.0,
3600,15.0,5.0,10.0,0.6,5.0,2,18,18,27.485972803112336,43.019309966075575,1.5269984890617965,1.0,0.24832036060292167,26.08930618147236
7200,25.0,4.0,10.0,0.6,2.0,1,40,39,54.81593321982538,84.18518019834447,1.3703983304956346,0.975,0.48212980562307356,17.97681858916791
1800,40.0,5.0,20.0,0.6,2.0,5,2,2,6.37595871583923,22.48992781674201,3.187979357919615,1.0,1.470885122536389,3.065150075595964
7200,15.0,6.0,5.0,0.6,3.0,5,30,29,44.62523180441692,75.85394836046727,1.4875077268138974,0.9666666666666667,0.5715547833439097,14.254828411591937
3600,25.0,3.0,10.0,0.6,2.0,0,27,27,42.87167725411841,73.94115366242943,1.5878398983006818,1.0,0.4750625064650564,17.367521162254096
1800,25.0,3.0,10.0,0.8,2.0,7,28,27,38.850452682488964,62.518967698359766,1.3875161672317486,0.9642857142857143,0.5648118827156747,12.99909874744863
1800,15.0,6.0,10.0,0.6,2.0,8,26,26,38.953081530168724,60.16978722023573,1.4981954434680278,1.0,0.2691065188878454,28.387747101002358
7200,40.0,4.0,5.0,0.6,5.0,5,81,79,126.09561070107739,219.35816261035404,1.5567359345812024,0.9753086419753086,0.5368961053945266,26.095595163491485
1800,40.0,4.0,20.0,0.6,2.0,2,2,2,4.13858879891376,12.627506118450116,2.06929439945688,1.0,2.01582427190539,1.4517258498373498
7200,40.0,4.0,5.0,0.6,2.0,0,53,53,88.87347756486018,158.22150595074592,1.6768580672615128,1.0,0.4204690176669263,29.03355654152066
1800,40.0,3.0,5.0,0.4,3.0,6,75,75,134.24692207103567,251.4866153509707,1.7899589609471422,1.0,0.3888676251239792,39.86317789807271
3600,15.0,5.0,5.0,0.4,3.0,3,28,28,52.672301103088756,101.16600694953561,1.8811536108245985,1.0,0.2776433589670527,35.852214514835104
7200,15.0,6.0,5.0,0.4,3.0,2,17,17,34.620478023079365,78.45087839577312,2.0364987072399625,1.0,0.7047304297452353,11.914767579171578
3600,15.0,4.0,5.0,0.8,5.0,6,21,21,32.86157436879205,57.47685746811384,1.5648368747043833,1.0,0.5501751600621216,13.034000713120655
7200,25.0,6.0,10.0,0.4,5.0,8,48,47,67.01610644332635,104.42873156163391,1.3961688842359656,0.9791666666666666,0.4807558101532318,20.120280544692122
3600,25.0,6.0,20.0,0.8,2.0,2,1,1,1.3768817616902083,1.8958033856751315,1.3768817616902083,1.0,0.0,
3600,40.0,4.0,5.0,0.8,3.0,6,59,59,88.36946654066806,142.99577780837964,1.4977875684858992,1.0,0.42825003553025215,26.864503580579893
3600,40.0,4.0,20.0,0.6,2.0,8,2,2,2.0385300375000144,2.0978891962675092,1.0192650187500072,1.0,0.14172804723344057,10.170593903650547
1800,15.0,5.0,10.0,0.8,3.0,8,24,24,34.98809026325422,52.791996297187936,1.4578370943022592,1.0,0.27858809024609626,25.636106740871377
1800,25.0,6.0,10.0,0.8,2.0,5,38,38,57.03433402929272,94.13053272372868,1.5009035270866506,1.0,0.4800759966337832,19.272346012617522
1800,15.0,4.0,10.0,0.8,2.0,7,12,11,15.194523457559445,26.034801927583384,1.2662102881299537,0.9166666666666666,0.7859759424024548,5.580681122131652
1800,25.0,5.0,5.0,0.4,5.0,6,56,56,99.4956075363469,185.7549342835424,1.776707277434766,1.0,0.4040783970046476,32.90366403167229
1800,25.0,3.0,10.0,0.4,5.0,0,37,37,59.404476134729286,101.51794053784626,1.6055263820197105,1.0,0.4130673503557828,23.642720029900904
1800,15.0,3.0,5.0,0.4,5.0,0,24,24,46.20008458525147,94.22176423590555,1.9250035243854777,1.0,0.47942168886696906,19.670684482162006
7200,40.0,6.0,20.0,0.6,3.0,3,1,0,-0.043147377357598216,0.0018616961728389792,-0.043147377357598216,0.0,0.0,
1800,15.0,4.0,5.0,0.4,2.0,8,31,31,57.47094656124669,107.79321428008402,1.8539015019756997,1.0,0.20393954416473564,50.61346369667037
3600,15.0,5.0,5.0,0.6,2.0,5,26,26,43.49635010849581,76.27376462106162,1.6729365426344542,1.0,0.3745467155555834,22.775092456069377
3600,25.0,3.0,10.0,0.4,2.0,6,38,38,59.1504972660901,98.79532701153484,1.5565920333181604,1.0,0.42623855141418004,22.511989343198575
7200,40.0,4.0,10.0,0.6,2.0,1,58,57,82.47500730595364,131.45721661885747,1.4219828845854077,0.9827586206896551,0.4987557821629376,21.71302949603993
3600,40.0,6.0,10.0,0.6,5.0,1,66,65,92.39317834041314,141.06214201330707,1.3998966415214114,0.9848484848484849,0.4246490307404802,26.78167911606802
7200,15.0,3.0,20.0,0.4,2.0,4,1,1,2.4369517064138564,5.938733619393407,2.4369517064138564,1.0,0.0,
3600,25.0,5.0,10.0,0.6,5.0,8,43,43,64.40334514812102,100.05259409652786,1.4977522127470004,1.0,0.2924584379352778,33.58226942967966
3600,25.0,4.0,5.0,0.6,3.0,3,57,57,94.89370627659713,163.79034183376976,1.664801864501704,1.0,0.3221335873907696,39.01790727978608
7200,40.0,3.0,5.0,0.4,5.0,1,68,67,120.82723975413084,230.83515696874287,1.7768711728548654,0.9852941176470589,0.4908219994401162,29.852889793663778
3600,15.0,6.0,10.0,0.4,2.0,5,24,24,35.794853848953856,55.55884204245293,1.4914522437064106,1.0,0.30733970415752904,23.773674038140463
7200,25.0,6.0,10.0,0.6,3.0,6,31,31,49.05199005980579,83.16128469449954,1.5823222599937352,1.0,0.42993134823587087,20.491637853009962
1800,40.0,5.0,20.0,0.4,3.0,7,2,1,-1.893936991074749,4.338195898014443,-0.9469684955373745,0.5,1.5952107180350206,-0.8395227504355323
3600,15.0,5.0,5.0,0.6,3.0,8,26,26,43.96552152898041,76.73193844802904,1.6909815972684774,1.0,0.30900165877950286,27.903889563748226
3600,40.0,6.0,5.0,0.8,5.0,7,48,47,65.81326349307204,101.34945619069386,1.3711096561056675,0.9791666666666666,0.48624166821098286,19.536224411708417
7200,25.0,5.0,10.0,0.6,5.0,8,48,47,66.92034062775207,104.59706047542858,1.394173763078168,0.9791666666666666,0.4902990263433613,19.700465736106004
7200,40.0,6.0,5.0,0.6,5.0,0,53,53,86.3747617492822,149.33486493277215,1.6297124858355132,1.0,0.405937595831676,29.22736427136629
7200,40.0,3.0,5.0,0.6,5.0,1,68,67,111.30979790992176,199.86651159905728,1.636908792792967,0.9852941176470589,0.5134391602595498,26.289961399811883
1800,25.0,6.0,10.0,0.8,5.0,7,28,27,38.850452682488964,62.518967698359766,1.3875161672317486,0.9642857142857143,0.5648118827156747,12.99909874744863
3600,25.0,4.0,10.0,0.8,3.0,8,38,38,55.4116183800104,83.15282523490063,1.4582004836844842,1.0,0.2521033953173283,35.65581284395702
7200,15.0,4.0,10.0,0.8,2.0,8,27,27,37.04638639686783,52.74822337088096,1.372088385069179,1.0,0.2715558369380875,26.25456505238122
3600,25.0,3.0,5.0,0.8,5.0,0,25,25,40.07662096304689,70.44035967866022,1.6030648385218758,1.0,0.5080574838716183,15.776412014501062
1800,25.0,4.0,10.0,0.4,5.0,5,43,43,66.08429196098979,111.47114469932026,1.5368439990927858,1.0,0.4857467781619368,20.74694161354517
7200,40.0,3.0,10.0,0.4,3.0,4,52,52,79.60500315254762,131.63328228750416,1.5308654452413004,1.0,0.4376571693698929,25.223459113443788
7200,15.0,4.0,10.0,0.4,5.0,1,28,28,40.36040883700451,59.881635966385865,1.441443172750161,1.0,0.25124874784139367,30.35796354723586
1800,25.0,3.0,5.0,0.8,5.0,8,40,40,57.771916793557416,87.12839358199395,1.4442979198389354,1.0,0.3075350441549004,29.702442914010582
3600,40.0,4.0,10.0,0.8,5.0,1,60,59,81.40731365311782,121.02858244878888,1.356788560885297,0.9833333333333333,0.4233856780808958,24.82284957985495
3600,25.0,3.0,5.0,0.8,2.0,7,32,32,44.523935711163865,65.5234446492597,1.3913729909738708,1.0,0.33954633152854613,23.180324703221704
7200,25.0,6.0,5.0,0.6,2.0,7,32,32,51.04469389657098,85.02994121098098,1.5951466842678432,1.0,0.3410688603445557,26.456570354586074
1800,25.0,5.0,5.0,0.8,2.0,1,47,46,65.2913400785452,99.87084116827545,1.3891774484796853,0.9787234042553191,0.4464737187392322,21.33097731337143
3600,25.0,5.0,5.0,0.4,3.0,3,58,58,103.95718704992949,191.08162673312628,1.7923652939643016,1.0,0.288747221652238,47.27403894503027
3600,15.0,6.0,10.0,0.6,5.0,7,22,22,31.410224381600464,47.103359762445166,1.4277374718909301,1.0,0.32789410400979185,20.42330818747414
3600,15.0,3.0,10.0,0.8,5.0,3,22,22,32.32769367481159,48.26823156921911,1.469440621582345,1.0,0.1908134568205941,36.12055231552567
1800,15.0,4.0,10.0,0.8,3.0,2,20,20,29.610245799534987,44.9405547651329,1.4805122899767493,1.0,0.24085614287905419,27.489654881455703
3600,15.0,4.0,10.0,0.4,3.0,2,18,18,27.90777432272862,44.18613963484902,1.5504319068182566,1.0,0.2322569414662421,28.32176058527471
7200,40.0,5.0,5.0,0.8,5.0,1,62,61,88.395144259564,143.2245783865265,1.4257281332187743,0.9838709677419355,0.5309616141189223,21.14313774978543
1800,25.0,3.0,5.0,0.8,5.0,0,37,37,57.197346789579484,95.49363998321701,1.5458742375562022,1.0,0.44327490606965253,21.21298941132178
7200,15.0,5.0,5.0,0.4,2.0,3,37,37,61.83772908164091,106.38121427713968,1.671289975179484,1.0,0.2902315921585711,35.02740677772416
1800,15.0,6.0,5.0,0.6,5.0,4,33,33,55.07509837633869,101.4470880557011,1.6689423750405663,1.0,0.5457197817418974,17.56825452850619
1800,25.0,3.0,5.0,0.8,2.0,1,47,46,66.28612228635134,103.1619926351065,1.4103430273691775,0.9787234042553191,0.458632709380029,21.081847120754148
3600,15.0,5.0,5.0,0.4,3.0,1,21,21,38.25252667314475,70.75912283882066,1.821548889197369,1.0,0.23240862380311045,35.91684994392172
1800,40.0,6.0,20.0,0.8,3.0,4,1,1,2.0159342379870866,4.063990851888575,2.0159342379870866,1.0,0.0,
7200,25.0,6.0,20.0,0.4,5.0,8,3,3,4.244558938207346,6.964452707023503,1.4148529794024487,1.0,0.6924687166405227,3.5389284550704225
1800,40.0,6.0,10.0,0.6,3.0,7,46,44,59.37565763848255,100.54297408274775,1.2907751660539686,0.9565217391304348,0.7288095275458439,12.012004205928346
3600,15.0,3.0,10.0,0.6,3.0,2,18,18,27.485972803112336,43.019309966075575,1.5269984890617965,1.0,0.24832036060292167,26.08930618147236
7200,15.0,5.0,5.0,0.6,3.0,7,16,16,25.32931482023462,42.097260519055254,1.5830821762646639,1.0,0.36504553963813186,17.346681488933864
3600,40.0,5.0,20.0,0.8,5.0,4,3,3,3.677949371060321,5.446076524246045,1.2259831236867738,1.0,0.6844606144811065,3.1023918900831164
1800,40.0,3.0,10.0,0.8,3.0,8,45,44,62.34862654847272,95.77877806825293,1.385525034410505,0.9777777777777777,0.46204080703864375,20.115938555253017
1800,40.0,6.0,5.0,0.4,2.0,3,79,78,131.0034629580582,233.69190136457158,1.658271683013395,0.9873417721518988,0.45927155762992045,32.09221400822921
3600,25.0,4.0,20.0,0.8,3.0,0,1,1,2.4535292328960447,6.019805696675454,2.4535292328960447,1.0,0.0,
7200,15.0,6.0,10.0,0.8,5.0,2,15,15,23.762622808336992,40.77414908010275,1.584174853889133,1.0,0.4728333717889965,12.975993643128811
1800,40.0,5.0,10.0,0.4,2.0,6,56,56,84.09821364269554,134.42659782479743,1.5017538150481347,1.0,0.3845134977686694,29.22679327408853
3600,40.0,5.0,5.0,0.8,2.0,8,65,65,93.48922815385325,139.67427435335875,1.4382958177515883,1.0,0.2852933932498156,40.64556654790545
1800,40.0,3.0,20.0,0.6,5.0,2,2,2,4.13858879891376,12.627506118450116,2.06929439945688,1.0,2.01582427190539,1.4517258498373498
1800,40.0,6.0,20.0,0.4,2.0,7,2,1,-1.8793487092179069,4.343690135605092,-0.9396743546089534,0.5,1.6055261910618543,-0.8277038542879617
3600,40.0,4.0,20.0,0.6,2.0,5,3,2,4.447108205355569,20.964300925997808,1.4823694017851896,0.6666666666666666,2.6806756420677664,0.9577955196015185
1800,40.0,3.0,10.0,0.4,2.0,0,48,48,75.8659829680743,126.71175876071801,1.5805413118348814,1.0,0.38043755650328875,28.783465867265537
7200,40.0,6.0,5.0,0.6,3.0,4,62,62,97.67492510237379,166.85266611893024,1.5754020177802224,1.0,0.4612064013979719,26.896261316268266
7200,25.0,3.0,20.0,0.8,2.0,6,1,1,2.210490872154681,4.886269895879162,2.210490872154681,1.0,0.0,
1800,40.0,6.0,5.0,0.8,5.0,7,45,43,57.78484999352174,97.48113619557115,1.2841077776338163,0.9555555555555556,0.7273732455881374,11.842691349901195
1800,40.0,3.0,5.0,0.6,5.0,0,59,59,98.76350031482242,175.17132911192274,1.6739576324546173,1.0,0.41200548104806933,31.208110430795053
7200,40.0,4.0,5.0,0.8,5.0,5,70,69,98.8504721431819,153.29031175845424,1.4121496020454558,0.9857142857142858,0.44556846705380077,26.516443843742085
3600,40.0,6.0,10.0,0.4,2.0,8,64,64,95.6784747827097,148.2801093424005,1.494976168479839,1.0,0.28848453799589074,41.45736693870599
1800,40.0,3.0,10.0,0.8,2.0,6,47,47,70.34925934893275,112.51260907169322,1.496792752104952,1.0,0.39602227545658036,25.91140638486715
7200,40.0,4.0,5.0,0.6,5.0,4,63,63,101.99905059048699,178.95353025967466,1.619032549055349,1.0,0.4720194668780335,27.224878145288088
1800,15.0,3.0,5.0,0.8,5.0,8,27,27,39.770606056456685,60.968807669137334,1.4729854094983958,1.0,0.3030159440504294,25.258924008641664
7200,15.0,6.0,10.0,0.8,2.0,5,20,19,26.47177411342433,42.15844352359464,1.3235887056712166,0.95,0.6121877200915331,9.669041775909138
1800,40.0,4.0,10.0,0.6,2.0,7,46,44,60.2051032832055,103.16920625411304,1.3088065931131632,0.9565217391304348,0.7359403680249994,12.06179003661055
7200,15.0,4.0,5.0,0.8,5.0,2,16,16,26.347523402292754,46.558538765949166,1.6467202126432972,1.0,0.45982166298840926,14.324859789694651
1800,25.0,3.0,10.0,0.6,3.0,5,43,43,65.71645272680362,110.41995907664784,1.5282895982977587,1.0,0.4876129402079826,20.552500275922103
3600,25.0,4.0,10.0,0.6,5.0,3,45,45,70.83153913551382,114.12540718029474,1.5740342030114183,1.0,0.2446770565949295,43.15460786341878
1800,40.0,6.0,20.0,0.8,3.0,7,1,0,-2.074952811681399,4.305429170704544,-2.074952811681399,0.0,0.0,
1800,15.0,3.0,5.0,0.6,2.0,5,34,34,57.505531769812514,109.18514870344595,1.6913391697003681,1.0,0.6011047996842376,16.406652120513833
